transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_country,counterparty_id
TX107927,CUST1049,2026-05-11 00:00:00,ACH,Credit,1649.26,MX,CP1515
TX107928,CUST1176,2026-07-14 00:00:00,Cash Withdrawal,Credit,249.6,SG,CP1479
TX107929,CUST1216,2026-08-02 00:00:00,Wire,Credit,812.07,US,CP1012
TX107930,CUST1135,2026-07-06 00:00:00,Cash Deposit,Credit,873.36,US,CP2137
TX107931,CUST1007,2026-02-08 00:00:00,ACH,Credit,830.7,US,CP1363
TX107932,CUST1198,2026-03-13 00:00:00,Check,Debit,2177.49,US,CP1342
TX107933,CUST1081,2026-03-08 00:00:00,Cash Deposit,Debit,1559.71,CA,CP1711
TX107934,CUST1182,2026-05-19 00:00:00,Wire,Credit,669.67,US,CP2312
TX107935,CUST1059,2026-05-17 00:00:00,ACH,Debit,2993.23,NG,CP1589
TX107936,CUST1188,2026-07-19 00:00:00,Cash Withdrawal,Debit,1558.46,US,CP1260
TX107937,CUST1255,2026-06-08 00:00:00,Cash Deposit,Credit,636.67,AE,CP1389
TX107938,CUST1012,2026-06-07 00:00:00,P2P,Debit,2011.6,US,CP1610
TX107939,CUST1179,2026-04-05 00:00:00,P2P,Credit,905.49,AE,CP1552
TX107940,CUST1214,2026-04-25 00:00:00,ACH,Debit,2523.85,NG,CP1322
TX107941,CUST1197,2026-07-20 00:00:00,ACH,Debit,5849.09,GH,CP2224
TX107942,CUST1157,2026-01-07 00:00:00,Cash Deposit,Credit,268.59,AE,CP1626
TX107943,CUST1024,2026-04-05 00:00:00,Cash Deposit,Debit,1637.87,RU,CP1161
TX107944,CUST1101,2026-06-24 00:00:00,Cash Deposit,Debit,1010.72,CA,CP1175
TX107945,CUST1092,2026-08-22 00:00:00,Cash Deposit,Debit,2035.41,GH,CP1294
TX107946,CUST1112,2026-01-08 00:00:00,Cash Deposit,Credit,5419.51,MX,CP1231
TX107947,CUST1267,2026-08-21 00:00:00,Card,Debit,11133.43,GH,CP1068
TX107948,CUST1013,2026-04-12 00:00:00,Cash Withdrawal,Debit,1377.58,GB,CP2116
TX107949,CUST1183,2026-01-11 00:00:00,Wire,Debit,634.24,RU,CP1807
TX107950,CUST1166,2026-01-25 00:00:00,Cash Deposit,Credit,10712.12,US,CP1702
TX107951,CUST1227,2026-06-10 00:00:00,Wire,Credit,3658.2,AE,CP1268
TX107952,CUST1107,2026-05-30 00:00:00,Cash Withdrawal,Credit,2018.79,US,CP1308
TX107953,CUST1150,2026-08-04 00:00:00,Card,Debit,4796.28,US,CP2251
TX107954,CUST1157,2026-09-07 00:00:00,P2P,Credit,472.48,US,CP2427
TX107955,CUST1061,2026-01-13 00:00:00,Check,Credit,3337.38,US,CP1280
TX107956,CUST1010,2026-06-22 00:00:00,P2P,Debit,2417.74,NG,CP1405
TX107957,CUST1274,2026-07-04 00:00:00,Cash Withdrawal,Credit,1637.2,IR,CP1097
TX107958,CUST1243,2026-05-22 00:00:00,Card,Debit,476.92,GB,CP1388
TX107959,CUST1079,2026-05-26 00:00:00,P2P,Credit,2373.29,US,CP2419
TX107960,CUST1132,2026-05-23 00:00:00,Wire,Credit,61641.91,RU,CP2123
TX107961,CUST1051,2026-05-10 00:00:00,P2P,Credit,296.16,US,CP2313
TX107962,CUST1004,2026-01-11 00:00:00,Card,Debit,7159.19,GB,CP2047
TX107963,CUST1194,2026-03-10 00:00:00,Card,Credit,2081.89,RU,CP1138
TX107964,CUST1172,2026-07-16 00:00:00,Wire,Debit,2927.08,US,CP1619
TX107965,CUST1025,2026-07-03 00:00:00,ACH,Credit,933.53,CA,CP1893
TX107966,CUST1286,2026-06-23 00:00:00,ACH,Credit,16524.34,US,CP1678
TX107967,CUST1229,2026-02-25 00:00:00,ACH,Debit,1646.57,RU,CP1098
TX107968,CUST1045,2026-02-03 00:00:00,ACH,Debit,826.55,MX,CP2298
TX107969,CUST1213,2026-02-15 00:00:00,Wire,Credit,817.09,GH,CP2143
TX107970,CUST1214,2026-04-22 00:00:00,ACH,Credit,4336.27,GH,CP1880
TX107971,CUST1114,2026-03-29 00:00:00,ACH,Debit,5123.79,US,CP1122
TX107972,CUST1214,2026-07-04 00:00:00,ACH,Credit,207.44,US,CP1538
TX107973,CUST1154,2026-09-05 00:00:00,Wire,Credit,332.32,CA,CP1517
TX107974,CUST1128,2026-08-31 00:00:00,Cash Deposit,Debit,789.17,US,CP1251
TX107975,CUST1146,2026-04-12 00:00:00,Card,Credit,95.97,US,CP1247
TX107976,CUST1144,2026-06-09 00:00:00,Check,Debit,584.81,US,CP1444
TX107977,CUST1022,2026-02-05 00:00:00,Cash Withdrawal,Debit,641.99,US,CP1665
TX107978,CUST1110,2026-05-14 00:00:00,Cash Deposit,Debit,3070.03,US,CP2437
TX107979,CUST1023,2026-04-10 00:00:00,Cash Deposit,Credit,5028.03,AE,CP1664
TX107980,CUST1102,2026-02-18 00:00:00,Check,Debit,1099.73,US,CP2044
TX107981,CUST1105,2026-07-11 00:00:00,Card,Credit,3745.07,US,CP1156
TX107982,CUST1260,2026-01-01 00:00:00,P2P,Credit,76.81,US,CP2460
TX107983,CUST1001,2026-06-06 00:00:00,Wire,Debit,702.86,CA,CP1096
TX107984,CUST1132,2026-07-02 00:00:00,Card,Debit,616.55,US,CP1463
TX107985,CUST1055,2026-06-29 00:00:00,Check,Credit,2218.47,US,CP1213
TX107986,CUST1259,2026-06-26 00:00:00,Cash Deposit,Credit,1149.74,US,CP1002
TX107987,CUST1109,2026-07-26 00:00:00,ACH,Debit,5816.56,SG,CP1049
TX107988,CUST1128,2026-02-13 00:00:00,Cash Deposit,Debit,946.04,RU,CP2150
TX107989,CUST1188,2026-03-14 00:00:00,Wire,Credit,1195.41,US,CP1617
TX107990,CUST1231,2026-06-21 00:00:00,ACH,Credit,284.68,CA,CP1917
TX107991,CUST1154,2026-03-28 00:00:00,P2P,Debit,5585.68,US,CP1171
TX107992,CUST1242,2026-07-06 00:00:00,P2P,Credit,363.17,NG,CP2097
TX107993,CUST1052,2026-08-03 00:00:00,Cash Withdrawal,Debit,8374.75,US,CP1421
TX107994,CUST1176,2026-07-23 00:00:00,ACH,Credit,1495.21,US,CP1318
TX107995,CUST1227,2026-04-06 00:00:00,P2P,Credit,11074.1,US,CP1216
TX107996,CUST1130,2026-05-16 00:00:00,Cash Deposit,Debit,3717.89,US,CP1635
TX107997,CUST1238,2026-05-09 00:00:00,Wire,Debit,320.2,US,CP2297
TX107998,CUST1257,2026-05-25 00:00:00,Wire,Debit,974.14,US,CP1451
TX107999,CUST1198,2026-07-28 00:00:00,Cash Deposit,Credit,651.05,US,CP2470
TX108000,CUST1276,2026-08-26 00:00:00,Cash Withdrawal,Debit,596.03,CA,CP2057
TX108001,CUST1206,2026-06-07 00:00:00,Card,Debit,1465.43,IR,CP1056
TX108002,CUST1098,2026-03-26 00:00:00,Cash Withdrawal,Credit,1598.37,IR,CP1198
TX108003,CUST1076,2026-08-17 00:00:00,ACH,Debit,698.35,US,CP1486
TX108004,CUST1101,2026-01-08 00:00:00,Cash Deposit,Debit,613.26,US,CP1775
TX108005,CUST1251,2026-01-04 00:00:00,P2P,Debit,2869.04,US,CP1496
TX108006,CUST1272,2026-04-27 00:00:00,Cash Deposit,Debit,1122.01,MX,CP2373
TX108007,CUST1175,2026-06-04 00:00:00,ACH,Debit,1011.08,US,CP1060
TX108008,CUST1294,2026-05-24 00:00:00,Check,Debit,12427.08,NG,CP2067
TX108009,CUST1053,2026-05-08 00:00:00,Cash Deposit,Debit,1622.09,US,CP2320
TX108010,CUST1146,2026-06-04 00:00:00,ACH,Debit,880.8,US,CP1417
TX108011,CUST1205,2026-04-13 00:00:00,Check,Debit,2069.96,US,CP1685
TX108012,CUST1055,2026-07-16 00:00:00,ACH,Credit,3324.92,US,CP2143
TX108013,CUST1188,2026-03-16 00:00:00,ACH,Credit,3318.08,US,CP1211
TX108014,CUST1077,2026-01-09 00:00:00,ACH,Credit,1573.14,US,CP2268
TX108015,CUST1170,2026-04-05 00:00:00,ACH,Debit,340.52,US,CP2086
TX108016,CUST1094,2026-08-12 00:00:00,Cash Withdrawal,Credit,1679.15,US,CP1282
TX108017,CUST1141,2026-07-24 00:00:00,Check,Credit,10718.92,US,CP1275
TX108018,CUST1119,2026-07-06 00:00:00,Wire,Debit,1386.27,NG,CP2495
TX108019,CUST1230,2026-04-30 00:00:00,Check,Credit,1396.91,US,CP1669
TX108020,CUST1297,2026-01-25 00:00:00,Wire,Credit,428.2,MX,CP1100
TX108021,CUST1219,2026-02-24 00:00:00,Wire,Credit,699.44,GH,CP2112
TX108022,CUST1094,2026-05-26 00:00:00,Cash Withdrawal,Credit,997.53,MX,CP1584
TX108023,CUST1176,2026-06-23 00:00:00,Card,Credit,476.98,US,CP1542
TX108024,CUST1027,2026-04-18 00:00:00,P2P,Credit,2510.51,GB,CP2419
TX108025,CUST1020,2026-07-24 00:00:00,Cash Deposit,Debit,736.55,SG,CP1024
TX108026,CUST1165,2026-05-20 00:00:00,Wire,Debit,323.1,US,CP1202
TX108027,CUST1069,2026-04-12 00:00:00,Wire,Credit,368.14,US,CP1199
TX108028,CUST1287,2026-03-07 00:00:00,Card,Debit,1089.74,US,CP2415
TX108029,CUST1293,2026-02-02 00:00:00,Wire,Debit,73.24,US,CP1222
TX108030,CUST1059,2026-02-20 00:00:00,ACH,Debit,7612.83,US,CP1174
TX108031,CUST1120,2026-07-06 00:00:00,Wire,Credit,3473.63,US,CP1345
TX108032,CUST1153,2026-08-18 00:00:00,Cash Deposit,Debit,1650.95,CA,CP1759
TX108033,CUST1189,2026-06-22 00:00:00,Check,Credit,499.25,US,CP1634
TX108034,CUST1229,2026-04-21 00:00:00,Cash Deposit,Credit,489.96,MX,CP1060
TX108035,CUST1039,2026-06-23 00:00:00,Card,Credit,793.38,US,CP2110
TX108036,CUST1160,2026-04-07 00:00:00,Card,Debit,7769.68,US,CP1462
TX108037,CUST1171,2026-01-04 00:00:00,Cash Withdrawal,Debit,2237.67,US,CP1414
TX108038,CUST1011,2026-02-03 00:00:00,P2P,Credit,3504.61,US,CP1275
TX108039,CUST1182,2026-01-30 00:00:00,ACH,Debit,4548.62,US,CP1611
TX108040,CUST1085,2026-05-01 00:00:00,Cash Deposit,Debit,427.55,US,CP2289
TX108041,CUST1228,2026-08-30 00:00:00,ACH,Credit,221.37,GH,CP1752
TX108042,CUST1166,2026-04-04 00:00:00,ACH,Credit,1001.2,US,CP1667
TX108043,CUST1290,2026-05-19 00:00:00,Cash Deposit,Debit,343.48,RU,CP1532
TX108044,CUST1051,2026-04-25 00:00:00,Card,Credit,2038.6,US,CP1014
TX108045,CUST1136,2026-03-07 00:00:00,ACH,Credit,1206.07,CA,CP2230
TX108046,CUST1183,2026-08-28 00:00:00,ACH,Credit,1486.39,US,CP2008
TX108047,CUST1093,2026-01-13 00:00:00,Card,Credit,878.57,MX,CP2362
TX108048,CUST1128,2026-01-20 00:00:00,Cash Deposit,Debit,472.62,US,CP2420
TX108049,CUST1047,2026-04-29 00:00:00,ACH,Credit,2293.96,MX,CP2383
TX108050,CUST1167,2026-07-09 00:00:00,Card,Credit,504.33,NG,CP2151
TX108051,CUST1100,2026-03-23 00:00:00,Cash Withdrawal,Credit,1672.73,GH,CP1486
TX108052,CUST1187,2026-04-29 00:00:00,P2P,Debit,276.25,NG,CP1606
TX108053,CUST1133,2026-02-08 00:00:00,Check,Credit,480.34,RU,CP2188
TX108054,CUST1163,2026-04-08 00:00:00,ACH,Debit,681.42,US,CP1232
TX108055,CUST1289,2026-06-09 00:00:00,ACH,Credit,4028.41,US,CP1851
TX108056,CUST1278,2026-07-18 00:00:00,Check,Debit,7834.08,US,CP1570
TX108057,CUST1153,2026-02-14 00:00:00,Wire,Credit,1704.64,US,CP1700
TX108058,CUST1173,2026-02-12 00:00:00,Cash Withdrawal,Credit,4096.71,GB,CP2312
TX108059,CUST1202,2026-08-25 00:00:00,Cash Withdrawal,Credit,1718.42,MX,CP2407
TX108060,CUST1128,2026-06-29 00:00:00,ACH,Credit,7686.69,IR,CP2251
TX108061,CUST1220,2026-02-28 00:00:00,Wire,Credit,269.68,US,CP1032
TX108062,CUST1006,2026-07-20 00:00:00,ACH,Debit,1113.16,MX,CP1202
TX108063,CUST1004,2026-08-11 00:00:00,Cash Deposit,Debit,2333.34,MX,CP1047
TX108064,CUST1006,2026-01-10 00:00:00,P2P,Debit,4805.68,US,CP1930
TX108065,CUST1069,2026-03-30 00:00:00,ACH,Debit,724.96,US,CP1696
TX108066,CUST1038,2026-03-14 00:00:00,Card,Debit,505.73,US,CP1539
TX108067,CUST1162,2026-03-15 00:00:00,Wire,Debit,1166.36,CA,CP2309
TX108068,CUST1253,2026-04-28 00:00:00,Cash Deposit,Credit,571.17,US,CP1286
TX108069,CUST1017,2026-07-09 00:00:00,ACH,Debit,333.63,GB,CP2084
TX108070,CUST1178,2026-06-06 00:00:00,Wire,Debit,279.85,US,CP2309
TX108071,CUST1045,2026-05-07 00:00:00,ACH,Debit,627.04,CA,CP1250
TX108072,CUST1227,2026-05-09 00:00:00,Cash Withdrawal,Credit,2801.46,AE,CP2207
TX108073,CUST1225,2026-02-05 00:00:00,Wire,Debit,2106.17,US,CP1926
TX108074,CUST1275,2026-02-06 00:00:00,Check,Debit,1728.14,US,CP2170
TX108075,CUST1202,2026-07-30 00:00:00,ACH,Debit,2125.2,SY,CP1783
TX108076,CUST1205,2026-05-23 00:00:00,Cash Withdrawal,Debit,761.14,CA,CP1451
TX108077,CUST1041,2026-05-18 00:00:00,Check,Debit,4938.71,AE,CP2185
TX108078,CUST1025,2026-05-24 00:00:00,Wire,Credit,384.06,SG,CP1105
TX108079,CUST1035,2026-05-23 00:00:00,Card,Credit,645.69,GB,CP1723
TX108080,CUST1260,2026-03-25 00:00:00,Check,Credit,1255.29,US,CP2378
TX108081,CUST1252,2026-04-05 00:00:00,ACH,Debit,166.15,SG,CP1984
TX108082,CUST1131,2026-08-13 00:00:00,Cash Withdrawal,Credit,1374.2,SG,CP1806
TX108083,CUST1141,2026-07-26 00:00:00,Cash Deposit,Credit,7869.9,IR,CP1419
TX108084,CUST1016,2026-07-23 00:00:00,Cash Deposit,Debit,1324.11,US,CP1549
TX108085,CUST1094,2026-06-03 00:00:00,Card,Credit,3153.94,US,CP1934
TX108086,CUST1038,2026-09-06 00:00:00,Card,Debit,626.22,US,CP1076
TX108087,CUST1215,2026-01-19 00:00:00,Wire,Debit,1127.48,SY,CP1215
TX108088,CUST1061,2026-04-04 00:00:00,Cash Withdrawal,Debit,502.3,CA,CP2413
TX108089,CUST1200,2026-08-10 00:00:00,Check,Debit,662.42,IR,CP1188
TX108090,CUST1259,2026-03-11 00:00:00,Wire,Debit,124.74,CA,CP2435
TX108091,CUST1298,2026-05-22 00:00:00,ACH,Debit,4370.42,US,CP1934
TX108092,CUST1164,2026-09-04 00:00:00,Cash Withdrawal,Debit,4333.0,NG,CP2178
TX108093,CUST1031,2026-03-10 00:00:00,Cash Deposit,Debit,1759.75,GH,CP2230
TX108094,CUST1200,2026-08-04 00:00:00,Wire,Credit,1915.3,US,CP2037
TX108095,CUST1230,2026-01-11 00:00:00,Card,Credit,1643.83,US,CP1122
TX108096,CUST1240,2026-08-07 00:00:00,Check,Credit,2357.6,US,CP1005
TX108097,CUST1138,2026-01-11 00:00:00,Wire,Debit,3331.63,AE,CP2145
TX108098,CUST1182,2026-06-02 00:00:00,ACH,Credit,4827.16,RU,CP2030
TX108099,CUST1074,2026-01-31 00:00:00,Cash Deposit,Credit,1036.64,US,CP1888
TX108100,CUST1044,2026-01-07 00:00:00,Cash Withdrawal,Debit,1234.13,RU,CP2233
TX108101,CUST1149,2026-03-06 00:00:00,Card,Credit,3934.52,CA,CP2308
TX108102,CUST1144,2026-07-25 00:00:00,Check,Credit,1751.21,SG,CP2102
TX108103,CUST1006,2026-05-13 00:00:00,Cash Withdrawal,Credit,3025.13,CA,CP2041
TX108104,CUST1289,2026-09-05 00:00:00,P2P,Debit,2133.85,US,CP1369
TX108105,CUST1037,2026-02-26 00:00:00,Cash Withdrawal,Credit,2999.81,US,CP1475
TX108106,CUST1062,2026-01-12 00:00:00,ACH,Credit,759.35,US,CP2373
TX108107,CUST1032,2026-07-17 00:00:00,Cash Withdrawal,Credit,1022.17,US,CP1158
TX108108,CUST1176,2026-08-15 00:00:00,P2P,Debit,1026.67,US,CP2420
TX108109,CUST1207,2026-05-12 00:00:00,Wire,Debit,1197.68,US,CP2270
TX108110,CUST1237,2026-08-01 00:00:00,P2P,Credit,4619.15,US,CP1514
TX108111,CUST1212,2026-04-18 00:00:00,Cash Deposit,Debit,1475.7,US,CP1430
TX108112,CUST1007,2026-06-03 00:00:00,Check,Credit,2734.87,MX,CP1741
TX108113,CUST1073,2026-07-15 09:00:00,Wire,Debit,11359.83,US,CP1683
TX108114,CUST1223,2026-08-23 00:00:00,Cash Withdrawal,Debit,3341.03,US,CP1838
TX108115,CUST1092,2026-03-02 00:00:00,ACH,Credit,15535.62,NG,CP1285
TX108116,CUST1221,2026-01-09 00:00:00,P2P,Debit,1260.57,SG,CP1890
TX108117,CUST1231,2026-05-15 00:00:00,Cash Deposit,Debit,528.34,CA,CP2166
TX108118,CUST1046,2026-01-12 00:00:00,ACH,Debit,607.57,US,CP2104
TX108119,CUST1116,2026-02-28 00:00:00,Cash Deposit,Debit,1238.46,US,CP1219
TX108120,CUST1128,2026-07-21 00:00:00,ACH,Debit,3980.32,US,CP1299
TX108121,CUST1104,2026-03-22 00:00:00,Wire,Credit,677.03,US,CP1891
TX108122,CUST1239,2026-05-30 00:00:00,Wire,Debit,1747.65,GB,CP2082
TX108123,CUST1283,2026-05-08 00:00:00,Cash Deposit,Credit,1059.37,US,CP2497
TX108124,CUST1033,2026-01-12 00:00:00,Cash Withdrawal,Credit,356.27,US,CP2021
TX108125,CUST1163,2026-06-08 00:00:00,Card,Debit,296.45,US,CP1572
TX108126,CUST1043,2026-02-06 00:00:00,Cash Deposit,Debit,369.28,US,CP1289
TX108127,CUST1161,2026-03-23 00:00:00,Card,Debit,910.89,GH,CP2114
TX108128,CUST1209,2026-01-26 00:00:00,Card,Credit,2124.18,US,CP1012
TX108129,CUST1183,2026-06-30 00:00:00,ACH,Credit,807.21,US,CP2055
TX108130,CUST1025,2026-06-27 00:00:00,Wire,Debit,7894.35,US,CP1225
TX108131,CUST1012,2026-03-31 00:00:00,ACH,Credit,999.18,GH,CP2260
TX108132,CUST1260,2026-08-18 00:00:00,Card,Credit,880.53,IR,CP2398
TX108133,CUST1119,2026-08-17 00:00:00,ACH,Debit,425.67,US,CP2141
TX108134,CUST1185,2026-08-17 00:00:00,Wire,Credit,1379.5,GB,CP2410
TX108135,CUST1236,2026-02-07 00:00:00,Cash Withdrawal,Debit,1961.0,US,CP2358
TX108136,CUST1007,2026-08-19 00:00:00,ACH,Debit,3329.25,GH,CP2261
TX108137,CUST1195,2026-05-25 00:00:00,Check,Debit,1575.84,US,CP2303
TX108138,CUST1265,2026-07-11 00:00:00,Wire,Debit,1362.67,US,CP2127
TX108139,CUST1267,2026-03-30 00:00:00,ACH,Debit,1239.77,AE,CP1398
TX108140,CUST1231,2026-08-17 00:00:00,ACH,Debit,4251.24,RU,CP1353
TX108141,CUST1093,2026-04-24 00:00:00,Cash Deposit,Credit,494.32,US,CP1379
TX108142,CUST1151,2026-05-31 00:00:00,Cash Deposit,Credit,346.59,RU,CP1209
TX108143,CUST1142,2026-01-29 00:00:00,P2P,Credit,378.72,MX,CP1911
TX108144,CUST1039,2026-04-06 00:00:00,ACH,Credit,674.49,US,CP1479
TX108145,CUST1070,2026-07-15 04:00:00,Wire,Credit,23070.42,RU,CP2218
TX108146,CUST1192,2026-04-29 00:00:00,Wire,Debit,2079.12,US,CP1548
TX108147,CUST1055,2026-02-17 00:00:00,ACH,Debit,3213.37,CA,CP1188
TX108148,CUST1092,2026-06-15 00:00:00,ACH,Credit,2813.54,US,CP2193
TX108149,CUST1027,2026-06-19 00:00:00,Wire,Debit,1182.69,US,CP2332
TX108150,CUST1245,2026-05-10 00:00:00,Cash Deposit,Credit,6320.24,CA,CP2162
TX108151,CUST1059,2026-07-13 00:00:00,P2P,Credit,449.0,US,CP1100
TX108152,CUST1200,2026-08-23 00:00:00,Check,Credit,1344.04,SG,CP2133
TX108153,CUST1049,2026-07-16 00:00:00,ACH,Credit,954.44,AE,CP1154
TX108154,CUST1089,2026-02-23 00:00:00,P2P,Credit,517.23,US,CP1053
TX108155,CUST1131,2026-08-17 00:00:00,ACH,Credit,898.71,US,CP2226
TX108156,CUST1191,2026-07-01 00:00:00,ACH,Debit,1817.37,US,CP2178
TX108157,CUST1123,2026-04-06 00:00:00,ACH,Credit,2287.11,US,CP1597
TX108158,CUST1160,2026-07-04 00:00:00,ACH,Debit,5364.09,NG,CP2484
TX108159,CUST1229,2026-06-09 00:00:00,ACH,Debit,411.97,GB,CP1763
TX108160,CUST1142,2026-01-17 00:00:00,Cash Withdrawal,Credit,807.4,GB,CP1178
TX108161,CUST1233,2026-08-28 00:00:00,Card,Credit,2726.63,US,CP1460
TX108162,CUST1283,2026-08-23 00:00:00,Check,Debit,1304.97,US,CP2249
TX108163,CUST1162,2026-05-05 00:00:00,Check,Debit,3187.43,US,CP1396
TX108164,CUST1201,2026-08-09 00:00:00,Wire,Credit,245.09,US,CP1480
TX108165,CUST1196,2026-05-10 00:00:00,Card,Credit,2329.99,US,CP1603
TX108166,CUST1268,2026-03-21 00:00:00,Cash Withdrawal,Debit,1187.44,NG,CP1781
TX108167,CUST1140,2026-06-13 00:00:00,P2P,Credit,1395.63,US,CP1417
TX108168,CUST1253,2026-02-26 00:00:00,P2P,Debit,2936.93,SG,CP2222
TX108169,CUST1093,2026-01-08 00:00:00,Wire,Debit,991.97,US,CP2002
TX108170,CUST1260,2026-01-07 00:00:00,Check,Debit,308.32,US,CP1913
TX108171,CUST1151,2026-08-01 00:00:00,Wire,Debit,762.93,RU,CP2018
TX108172,CUST1027,2026-07-12 00:00:00,ACH,Credit,400.19,US,CP1628
TX108173,CUST1189,2026-04-15 00:00:00,Cash Deposit,Debit,10580.09,NG,CP2080
TX108174,CUST1099,2026-03-15 00:00:00,Cash Withdrawal,Debit,184.72,US,CP1337
TX108175,CUST1286,2026-07-08 00:00:00,Cash Withdrawal,Debit,2026.8,US,CP1624
TX108176,CUST1156,2026-06-06 00:00:00,Cash Withdrawal,Credit,326.35,US,CP1697
TX108177,CUST1244,2026-02-03 00:00:00,Check,Debit,2272.74,GH,CP1197
TX108178,CUST1131,2026-02-08 00:00:00,Cash Withdrawal,Debit,591.03,GB,CP1098
TX108179,CUST1019,2026-05-04 00:00:00,Card,Credit,232.52,US,CP1745
TX108180,CUST1171,2026-01-08 00:00:00,P2P,Debit,748.68,US,CP1891
TX108181,CUST1192,2026-05-23 00:00:00,Cash Withdrawal,Debit,2967.52,CA,CP2336
TX108182,CUST1188,2026-09-07 00:00:00,Cash Withdrawal,Debit,6868.65,GB,CP2329
TX108183,CUST1027,2026-07-13 00:00:00,Card,Credit,8643.86,US,CP1671
TX108184,CUST1005,2026-02-27 00:00:00,Wire,Credit,12807.98,GH,CP1098
TX108185,CUST1186,2026-05-30 00:00:00,Card,Debit,1662.69,US,CP1879
TX108186,CUST1143,2026-04-12 00:00:00,Cash Deposit,Credit,2409.3,US,CP2199
TX108187,CUST1254,2026-06-05 00:00:00,P2P,Credit,1839.19,US,CP2436
TX108188,CUST1066,2026-05-26 00:00:00,Check,Credit,1343.74,US,CP2018
TX108189,CUST1209,2026-08-20 00:00:00,Cash Deposit,Credit,674.3,US,CP1789
TX108190,CUST1073,2026-08-03 00:00:00,Card,Debit,1079.18,US,CP2046
TX108191,CUST1035,2026-03-09 00:00:00,Cash Deposit,Credit,1577.01,US,CP1338
TX108192,CUST1171,2026-08-28 00:00:00,Wire,Credit,462.97,GH,CP1088
TX108193,CUST1127,2026-04-23 00:00:00,ACH,Debit,679.37,US,CP1177
TX108194,CUST1130,2026-03-06 00:00:00,Card,Credit,509.64,CA,CP2064
TX108195,CUST1058,2026-08-09 00:00:00,Check,Credit,1802.45,SG,CP1376
TX108196,CUST1054,2026-03-29 00:00:00,Card,Credit,1374.82,US,CP2463
TX108197,CUST1198,2026-04-25 00:00:00,Wire,Debit,1838.64,US,CP1888
TX108198,CUST1116,2026-08-31 00:00:00,Check,Credit,1714.19,MX,CP2427
TX108199,CUST1213,2026-05-28 00:00:00,Cash Deposit,Credit,2625.08,US,CP2080
TX108200,CUST1121,2026-03-22 00:00:00,Cash Deposit,Debit,339.96,CA,CP2340
TX108201,CUST1221,2026-05-07 00:00:00,Card,Debit,806.58,US,CP2355
TX108202,CUST1115,2026-04-24 00:00:00,ACH,Debit,1354.06,SY,CP2020
TX108203,CUST1106,2026-09-01 00:00:00,P2P,Credit,9496.57,US,CP1674
TX108204,CUST1075,2026-03-10 00:00:00,Cash Deposit,Debit,260.61,SY,CP2390
TX108205,CUST1179,2026-06-19 00:00:00,Card,Debit,1181.99,CA,CP1587
TX108206,CUST1119,2026-06-29 00:00:00,Wire,Credit,215.54,IR,CP1207
TX108207,CUST1062,2026-07-13 00:00:00,ACH,Credit,4735.23,RU,CP2038
TX108208,CUST1014,2026-04-07 00:00:00,P2P,Debit,850.2,US,CP1007
TX108209,CUST1278,2026-01-08 00:00:00,P2P,Debit,1406.28,US,CP1919
TX108210,CUST1111,2026-04-14 00:00:00,Cash Deposit,Debit,1558.74,US,CP1967
TX108211,CUST1281,2026-04-09 00:00:00,Wire,Debit,1451.38,US,CP2254
TX108212,CUST1126,2026-07-04 00:00:00,Check,Credit,2795.36,US,CP1232
TX108213,CUST1009,2026-07-06 00:00:00,ACH,Credit,3785.19,US,CP1460
TX108214,CUST1298,2026-04-02 00:00:00,Cash Deposit,Credit,8286.39,US,CP1684
TX108215,CUST1169,2026-02-12 00:00:00,Cash Deposit,Credit,313.18,US,CP1316
TX108216,CUST1287,2026-06-11 00:00:00,Check,Credit,346.91,US,CP1792
TX108217,CUST1215,2026-07-14 00:00:00,Check,Credit,1438.29,GB,CP2358
TX108218,CUST1060,2026-03-21 00:00:00,Card,Credit,1535.61,GB,CP1155
TX108219,CUST1069,2026-08-19 00:00:00,Cash Withdrawal,Debit,2617.82,GB,CP1309
TX108220,CUST1142,2026-03-11 00:00:00,Cash Deposit,Credit,449.49,CA,CP1114
TX108221,CUST1009,2026-07-10 00:00:00,ACH,Debit,1125.47,CA,CP1714
TX108222,CUST1095,2026-05-13 00:00:00,Cash Withdrawal,Credit,710.85,US,CP1711
TX108223,CUST1000,2026-06-30 00:00:00,Card,Credit,2021.29,US,CP1846
TX108224,CUST1173,2026-01-28 00:00:00,Card,Debit,795.61,US,CP1431
TX108225,CUST1212,2026-03-10 00:00:00,Cash Deposit,Credit,9308.52,US,CP1132
TX108226,CUST1069,2026-01-12 00:00:00,ACH,Debit,1583.98,CA,CP1248
TX108227,CUST1003,2026-01-31 00:00:00,Cash Deposit,Credit,983.45,US,CP2408
TX108228,CUST1060,2026-07-24 00:00:00,ACH,Credit,1660.89,CA,CP1812
TX108229,CUST1115,2026-08-23 00:00:00,Cash Withdrawal,Credit,5613.58,US,CP2440
TX108230,CUST1102,2026-07-13 00:00:00,P2P,Debit,820.52,US,CP1620
TX108231,CUST1239,2026-04-16 00:00:00,ACH,Debit,393.11,GB,CP1251
TX108232,CUST1209,2026-05-23 00:00:00,Card,Credit,1940.67,US,CP2029
TX108233,CUST1015,2026-08-14 00:00:00,Wire,Credit,1772.85,GB,CP1799
TX108234,CUST1129,2026-07-29 00:00:00,Cash Withdrawal,Debit,939.25,US,CP2134
