transaction_id,customer_id,transaction_date,channel,direction,amount,counterparty_country,counterparty_id,customer_name,customer_type,country,occupation_industry,kyc_risk,pep_flag,expected_monthly_volume,account_open_date,month,is_cross_border,is_high_risk_country,is_cash,is_wire
TX108773,CUST1194,2026-03-28 00:00:00,ACH,Debit,720.08,US,CP2032,Customer 195,Individual,CA,Hospitality,Low,0,4775.8,2020-04-09,2026-03,0,0,0,0
TX108774,CUST1120,2026-08-23 00:00:00,Wire,Debit,2883.96,US,CP1868,Customer 121,Individual,US,Logistics,Low,0,3888.59,2021-05-14,2026-08,0,0,0,1
TX108775,CUST1066,2026-04-13 00:00:00,Cash Deposit,Credit,5134.41,SG,CP1893,Customer 67,Individual,US,Healthcare,Low,0,1711.42,2023-08-03,2026-04,1,0,1,0
TX108776,CUST1172,2026-03-19 00:00:00,ACH,Debit,6373.66,GH,CP1491,Customer 173,Individual,AE,Education,Low,0,1896.53,2025-03-27,2026-03,1,0,0,0
TX108777,CUST1113,2026-02-23 00:00:00,P2P,Debit,2357.8,US,CP2011,Customer 114,Business,US,Construction,Low,0,2498.21,2022-02-24,2026-02,0,0,0,0
TX108778,CUST1250,2026-05-01 00:00:00,Wire,Credit,519.05,SG,CP1408,Customer 251,Individual,US,Consulting,Medium,0,3658.49,2019-05-12,2026-05,1,0,0,1
TX108779,CUST1043,2026-05-08 00:00:00,Check,Credit,2750.71,US,CP2136,Customer 44,Business,US,Education,Medium,0,4439.99,2021-09-30,2026-05,0,0,0,0
TX108780,CUST1213,2026-04-02 00:00:00,Card,Credit,458.07,GH,CP2310,Customer 214,Individual,GB,Hospitality,Low,0,7064.17,2020-05-02,2026-04,1,0,0,0
TX108781,CUST1129,2026-08-12 00:00:00,Check,Credit,2744.15,US,CP2174,Customer 130,Individual,US,Construction,High,0,9435.69,2020-12-09,2026-08,0,0,0,0
TX108782,CUST1272,2026-08-09 00:00:00,P2P,Debit,508.26,SY,CP2461,Customer 273,Individual,MX,Student,Low,0,3822.88,2023-12-26,2026-08,1,1,0,0
TX108783,CUST1296,2026-04-30 00:00:00,Cash Withdrawal,Credit,3236.39,US,CP2483,Customer 297,Business,US,Construction,Low,0,1858.09,2021-05-04,2026-04,0,0,1,0
TX108784,CUST1161,2026-07-17 00:00:00,Wire,Credit,2962.17,US,CP1605,Customer 162,Business,GB,Technology,Medium,0,2501.57,2021-09-24,2026-07,0,0,0,1
TX108785,CUST1115,2026-03-25 00:00:00,ACH,Debit,786.53,US,CP2386,Customer 116,Individual,GB,Education,Low,0,1189.38,2024-02-19,2026-03,0,0,0,0
TX108786,CUST1238,2026-02-25 00:00:00,Card,Credit,2395.28,US,CP1951,Customer 239,Individual,NG,Healthcare,Low,0,3934.26,2019-10-07,2026-02,0,0,0,0
TX108787,CUST1118,2026-04-26 00:00:00,P2P,Credit,2633.57,US,CP1599,Customer 119,Individual,CA,Hospitality,Low,0,3314.15,2020-03-08,2026-04,0,0,0,0
TX108788,CUST1126,2026-05-08 00:00:00,Wire,Credit,1018.04,US,CP2462,Customer 127,Individual,US,Consulting,Medium,0,11038.4,2023-08-05,2026-05,0,0,0,1
TX108789,CUST1240,2026-04-15 00:00:00,Cash Withdrawal,Credit,1748.02,RU,CP1288,Customer 241,Individual,MX,Healthcare,Medium,0,4519.67,2021-09-03,2026-04,1,1,1,0
TX108790,CUST1008,2026-05-31 00:00:00,Card,Debit,1383.17,US,CP1415,Customer 9,Individual,US,Construction,Low,0,21088.47,2021-06-16,2026-05,0,0,0,0
TX108791,CUST1024,2026-04-16 00:00:00,Cash Deposit,Credit,9019.09,GH,CP1412,Customer 25,Individual,MX,Retail,Low,0,1556.1,2023-11-13,2026-04,1,0,1,0
TX108792,CUST1067,2026-03-18 00:00:00,ACH,Debit,897.8,US,CP1404,Customer 68,Individual,NG,Education,Low,0,5471.25,2021-12-14,2026-03,0,0,0,0
TX108793,CUST1035,2026-05-10 00:00:00,Cash Deposit,Debit,18776.89,US,CP1566,Customer 36,Individual,US,Healthcare,Low,0,6589.27,2019-05-09,2026-05,0,0,1,0
TX108794,CUST1012,2026-08-10 00:00:00,Wire,Debit,2492.64,US,CP1911,Customer 13,Individual,US,Education,Low,1,1919.35,2022-07-17,2026-08,0,0,0,1
TX108795,CUST1223,2026-06-29 00:00:00,Check,Debit,222.82,US,CP1126,Customer 224,Individual,US,Healthcare,Low,0,2705.68,2023-07-09,2026-06,0,0,0,0
TX108796,CUST1019,2026-05-28 00:00:00,Card,Credit,2238.0,US,CP1998,Customer 20,Business,NG,Education,Low,0,4681.82,2019-04-03,2026-05,0,0,0,0
TX108797,CUST1039,2026-06-29 00:00:00,ACH,Debit,2703.55,NG,CP1880,Customer 40,Individual,US,Finance,Low,0,2922.04,2025-02-23,2026-06,1,0,0,0
TX108798,CUST1011,2026-05-13 00:00:00,Wire,Credit,1848.49,US,CP1108,Customer 12,Individual,US,Healthcare,Medium,0,5178.95,2020-09-27,2026-05,0,0,0,1
TX108799,CUST1183,2026-01-08 00:00:00,P2P,Debit,3112.65,NG,CP1321,Customer 184,Individual,SG,Technology,Low,0,9587.96,2019-08-07,2026-01,1,0,0,0
TX108800,CUST1052,2026-03-16 00:00:00,Cash Deposit,Debit,4671.92,US,CP1629,Customer 53,Individual,US,Retail,Medium,0,2972.5,2021-09-11,2026-03,0,0,1,0
TX108801,CUST1245,2026-08-24 00:00:00,Check,Credit,12422.73,GH,CP1367,Customer 246,Individual,US,Student,High,0,3643.11,2021-04-13,2026-08,1,0,0,0
TX108802,CUST1198,2026-02-13 00:00:00,Check,Debit,6684.21,US,CP1689,Customer 199,Business,US,Consulting,Medium,0,3310.74,2025-04-04,2026-02,0,0,0,0
TX108803,CUST1168,2026-03-30 00:00:00,ACH,Credit,1865.49,US,CP1388,Customer 169,Individual,US,Consulting,Low,0,3559.68,2023-08-27,2026-03,0,0,0,0
TX108804,CUST1054,2026-04-04 00:00:00,Check,Credit,243.96,US,CP1926,Customer 55,Individual,US,Hospitality,Medium,0,2508.65,2023-08-14,2026-04,0,0,0,0
TX108805,CUST1024,2026-04-21 00:00:00,ACH,Credit,249.07,SY,CP1121,Customer 25,Individual,MX,Retail,Low,0,1556.1,2023-11-13,2026-04,1,1,0,0
TX108806,CUST1287,2026-08-12 00:00:00,ACH,Credit,3284.95,US,CP1908,Customer 288,Individual,SG,Healthcare,Low,0,2292.41,2024-06-25,2026-08,0,0,0,0
TX108807,CUST1061,2026-05-10 00:00:00,P2P,Credit,2016.25,US,CP1293,Customer 62,Individual,US,Hospitality,Low,0,1749.98,2022-05-20,2026-05,0,0,0,0
TX108808,CUST1130,2026-02-08 00:00:00,P2P,Debit,1429.2,US,CP2214,Customer 131,Business,GB,Construction,High,0,1360.8,2024-12-14,2026-02,0,0,0,0
TX108809,CUST1162,2026-08-15 00:00:00,ACH,Debit,6458.46,US,CP2229,Customer 163,Business,US,Construction,Medium,0,2019.05,2022-03-29,2026-08,0,0,0,0
TX108810,CUST1175,2026-04-09 00:00:00,Check,Debit,445.61,US,CP1277,Customer 176,Individual,CA,Construction,Low,0,5904.23,2020-10-30,2026-04,0,0,0,0
TX108811,CUST1286,2026-01-11 00:00:00,Cash Deposit,Credit,412.78,US,CP1670,Customer 287,Individual,MX,Logistics,Low,0,8708.7,2019-01-21,2026-01,0,0,1,0
TX108812,CUST1050,2026-08-30 00:00:00,P2P,Debit,659.4,RU,CP2042,Customer 51,Individual,US,Construction,High,0,5280.13,2020-08-23,2026-08,1,1,0,0
TX108813,CUST1196,2026-07-30 00:00:00,ACH,Debit,1745.79,US,CP1779,Customer 197,Individual,AE,Hospitality,Low,0,2323.17,2024-09-26,2026-07,0,0,0,0
TX108814,CUST1189,2026-06-12 00:00:00,Card,Credit,468.7,CA,CP2396,Customer 190,Individual,AE,Technology,Low,0,10978.17,2021-08-03,2026-06,1,0,0,0
TX108815,CUST1209,2026-06-19 00:00:00,Card,Debit,1508.95,US,CP2044,Customer 210,Individual,US,Hospitality,Low,0,1189.53,2019-01-20,2026-06,0,0,0,0
TX108816,CUST1292,2026-05-13 00:00:00,Wire,Credit,1035.55,US,CP1228,Customer 293,Individual,MX,Logistics,Low,0,4220.81,2021-11-14,2026-05,0,0,0,1
TX108817,CUST1178,2026-05-14 00:00:00,Cash Deposit,Credit,1229.07,CA,CP2183,Customer 179,Individual,US,Consulting,Medium,1,1649.33,2024-08-26,2026-05,1,0,1,0
TX108818,CUST1245,2026-08-21 00:00:00,ACH,Debit,1114.2,US,CP2118,Customer 246,Individual,US,Student,High,0,3643.11,2021-04-13,2026-08,0,0,0,0
TX108819,CUST1097,2026-04-11 00:00:00,Card,Credit,286.29,CA,CP1900,Customer 98,Individual,US,Technology,Low,0,10521.07,2024-10-17,2026-04,1,0,0,0
TX108820,CUST1076,2026-01-17 00:00:00,ACH,Credit,2818.57,GH,CP2023,Customer 77,Business,US,Retail,Low,0,10001.17,2024-07-26,2026-01,1,0,0,0
TX108821,CUST1182,2026-05-14 00:00:00,Card,Credit,3760.64,CA,CP1770,Customer 183,Business,US,Construction,High,0,6111.79,2021-01-24,2026-05,1,0,0,0
TX108822,CUST1129,2026-02-14 00:00:00,ACH,Credit,220.06,US,CP2361,Customer 130,Individual,US,Construction,High,0,9435.69,2020-12-09,2026-02,0,0,0,0
TX108823,CUST1002,2026-06-25 00:00:00,Cash Deposit,Credit,801.91,CA,CP1556,Customer 3,Individual,GB,Student,Low,0,9230.29,2021-05-27,2026-06,1,0,1,0
TX108824,CUST1141,2026-08-19 00:00:00,Check,Credit,2245.8,US,CP2274,Customer 142,Individual,US,Hospitality,High,0,2337.95,2022-06-17,2026-08,0,0,0,0
TX108825,CUST1124,2026-04-23 00:00:00,ACH,Debit,1774.63,US,CP2043,Customer 125,Individual,US,Healthcare,Low,0,1972.09,2019-05-03,2026-04,0,0,0,0
TX108826,CUST1239,2026-05-29 00:00:00,ACH,Credit,273.16,GH,CP1328,Customer 240,Business,US,Hospitality,Low,0,10199.31,2021-04-24,2026-05,1,0,0,0
TX108827,CUST1243,2026-08-20 00:00:00,Cash Deposit,Credit,1419.45,US,CP1142,Customer 244,Individual,NG,Logistics,High,0,8280.71,2025-03-12,2026-08,0,0,1,0
TX108828,CUST1182,2026-02-28 00:00:00,P2P,Credit,647.67,CA,CP1115,Customer 183,Business,US,Construction,High,0,6111.79,2021-01-24,2026-02,1,0,0,0
TX108829,CUST1061,2026-05-23 00:00:00,ACH,Debit,5501.16,US,CP1660,Customer 62,Individual,US,Hospitality,Low,0,1749.98,2022-05-20,2026-05,0,0,0,0
TX108830,CUST1157,2026-04-03 00:00:00,Cash Deposit,Credit,3007.89,US,CP1610,Customer 158,Individual,US,Logistics,High,0,2606.46,2021-10-28,2026-04,0,0,1,0
TX108831,CUST1194,2026-04-25 00:00:00,Wire,Credit,6675.05,IR,CP1997,Customer 195,Individual,CA,Hospitality,Low,0,4775.8,2020-04-09,2026-04,1,1,0,1
TX108832,CUST1014,2026-03-21 00:00:00,Wire,Credit,644.4,SY,CP1392,Customer 15,Individual,US,Student,Low,0,1631.94,2021-10-11,2026-03,1,1,0,1
TX108833,CUST1216,2026-08-16 00:00:00,Wire,Credit,2744.49,US,CP1150,Customer 217,Business,US,Healthcare,Low,0,9086.64,2025-06-13,2026-08,0,0,0,1
TX108834,CUST1133,2026-03-24 00:00:00,P2P,Credit,685.71,US,CP2473,Customer 134,Individual,US,Consulting,Low,0,597.53,2020-08-18,2026-03,0,0,0,0
TX108835,CUST1046,2026-01-07 00:00:00,P2P,Debit,2862.16,NG,CP1365,Customer 47,Individual,AE,Consulting,Low,0,5154.18,2023-10-25,2026-01,1,0,0,0
TX108836,CUST1102,2026-06-10 00:00:00,ACH,Debit,1237.76,GH,CP1733,Customer 103,Individual,US,Education,Low,0,1630.59,2019-06-13,2026-06,1,0,0,0
TX108837,CUST1257,2026-08-14 00:00:00,ACH,Debit,484.69,MX,CP2022,Customer 258,Individual,US,Technology,Low,0,3699.59,2021-01-09,2026-08,1,0,0,0
TX108838,CUST1077,2026-04-29 00:00:00,Card,Credit,690.58,US,CP1519,Customer 78,Business,US,Construction,Low,0,3591.11,2025-07-10,2026-04,0,0,0,0
TX108839,CUST1073,2026-05-02 00:00:00,Check,Credit,1164.1,NG,CP2195,Customer 74,Individual,MX,Retail,Low,0,2013.13,2020-10-06,2026-05,1,0,0,0
TX108840,CUST1259,2026-07-01 00:00:00,Cash Deposit,Debit,3276.91,MX,CP1821,Customer 260,Individual,US,Retail,Medium,0,1525.4,2025-01-15,2026-07,1,0,1,0
TX108841,CUST1288,2026-02-04 00:00:00,Check,Debit,335.66,US,CP1576,Customer 289,Individual,US,Construction,High,0,2588.28,2020-02-27,2026-02,0,0,0,0
TX108842,CUST1116,2026-02-17 00:00:00,P2P,Debit,18836.53,US,CP1185,Customer 117,Individual,GH,Finance,Low,0,2731.99,2023-09-20,2026-02,0,0,0,0
TX108843,CUST1103,2026-06-23 00:00:00,Wire,Debit,2173.2,AE,CP2357,Customer 104,Individual,US,Education,Low,0,9373.0,2024-07-05,2026-06,1,0,0,1
TX108844,CUST1082,2026-05-03 00:00:00,Check,Debit,1712.57,US,CP1400,Customer 83,Individual,US,Consulting,Low,0,3865.17,2020-10-02,2026-05,0,0,0,0
TX108845,CUST1183,2026-03-04 00:00:00,ACH,Debit,2004.48,GB,CP1199,Customer 184,Individual,SG,Technology,Low,0,9587.96,2019-08-07,2026-03,1,0,0,0
TX108846,CUST1029,2026-05-02 00:00:00,Cash Deposit,Credit,8307.76,US,CP1366,Customer 30,Individual,US,Technology,Low,0,1257.85,2020-12-05,2026-05,0,0,1,0
TX108847,CUST1284,2026-04-30 00:00:00,Card,Debit,1315.97,US,CP1624,Customer 285,Individual,US,Consulting,Low,0,1616.01,2024-11-13,2026-04,0,0,0,0
TX108848,CUST1039,2026-04-01 00:00:00,Wire,Debit,5866.51,US,CP2180,Customer 40,Individual,US,Finance,Low,0,2922.04,2025-02-23,2026-04,0,0,0,1
TX108849,CUST1245,2026-05-15 00:00:00,ACH,Debit,323.08,US,CP2058,Customer 246,Individual,US,Student,High,0,3643.11,2021-04-13,2026-05,0,0,0,0
TX108850,CUST1267,2026-05-05 00:00:00,Card,Credit,2080.64,GB,CP2419,Customer 268,Individual,US,Technology,Low,0,5688.63,2021-04-02,2026-05,1,0,0,0
TX108851,CUST1145,2026-08-31 00:00:00,Cash Deposit,Debit,3962.84,GB,CP1136,Customer 146,Business,US,Healthcare,Medium,0,3834.67,2020-07-30,2026-08,1,0,1,0
TX108852,CUST1161,2026-04-01 00:00:00,Wire,Debit,5539.08,RU,CP2441,Customer 162,Business,GB,Technology,Medium,0,2501.57,2021-09-24,2026-04,1,1,0,1
TX108853,CUST1058,2026-06-20 00:00:00,Cash Withdrawal,Debit,264.63,US,CP1695,Customer 59,Business,US,Retail,Low,0,10170.67,2023-08-07,2026-06,0,0,1,0
TX108854,CUST1153,2026-07-08 00:00:00,Check,Debit,2089.6,GB,CP1320,Customer 154,Individual,CA,Technology,Medium,0,5140.67,2025-05-22,2026-07,1,0,0,0
TX108855,CUST1184,2026-04-24 00:00:00,P2P,Debit,218.81,US,CP1073,Customer 185,Business,US,Consulting,Low,0,3097.91,2025-01-01,2026-04,0,0,0,0
TX108856,CUST1200,2026-04-05 00:00:00,P2P,Credit,817.77,US,CP2374,Customer 201,Individual,US,Finance,Low,0,4919.55,2020-04-07,2026-04,0,0,0,0
TX108857,CUST1176,2026-06-12 00:00:00,Card,Debit,1618.95,US,CP1312,Customer 177,Individual,CA,Student,Medium,0,2809.19,2020-10-13,2026-06,0,0,0,0
TX108858,CUST1188,2026-02-09 00:00:00,P2P,Debit,1514.5,GH,CP2037,Customer 189,Individual,MX,Healthcare,Low,0,7821.06,2022-08-31,2026-02,1,0,0,0
TX108859,CUST1019,2026-06-13 00:00:00,Cash Deposit,Credit,1053.52,IR,CP1376,Customer 20,Business,NG,Education,Low,0,4681.82,2019-04-03,2026-06,1,1,1,0
TX108860,CUST1006,2026-04-22 00:00:00,Card,Credit,2707.84,CA,CP1867,Customer 7,Individual,US,Hospitality,Low,0,1271.07,2020-10-15,2026-04,1,0,0,0
TX108861,CUST1114,2026-02-07 00:00:00,Cash Deposit,Credit,3613.26,NG,CP1559,Customer 115,Individual,US,Retail,Low,0,2799.4,2020-08-22,2026-02,1,0,1,0
TX108862,CUST1056,2026-04-18 00:00:00,P2P,Credit,1809.33,GB,CP1100,Customer 57,Individual,AE,Student,High,0,3029.16,2019-10-18,2026-04,1,0,0,0
TX108863,CUST1276,2026-04-06 00:00:00,Wire,Debit,634.0,US,CP1448,Customer 277,Individual,CA,Construction,Medium,0,3013.37,2020-05-08,2026-04,0,0,0,1
TX108864,CUST1208,2026-07-10 00:00:00,P2P,Debit,963.24,US,CP1659,Customer 209,Business,US,Student,Low,0,4788.33,2019-06-19,2026-07,0,0,0,0
TX108865,CUST1157,2026-02-13 00:00:00,Check,Credit,2126.63,US,CP1638,Customer 158,Individual,US,Logistics,High,0,2606.46,2021-10-28,2026-02,0,0,0,0
TX108866,CUST1204,2026-02-12 00:00:00,Cash Deposit,Debit,2874.19,US,CP1751,Customer 205,Individual,NG,Consulting,Medium,0,5903.59,2020-12-01,2026-02,0,0,1,0
TX108867,CUST1054,2026-01-30 00:00:00,Card,Debit,1659.96,US,CP1159,Customer 55,Individual,US,Hospitality,Medium,0,2508.65,2023-08-14,2026-01,0,0,0,0
TX108868,CUST1229,2026-07-28 00:00:00,Check,Debit,385.17,GH,CP2458,Customer 230,Individual,US,Construction,Medium,0,3394.56,2024-03-27,2026-07,1,0,0,0
TX108869,CUST1193,2026-03-25 00:00:00,P2P,Debit,835.5,US,CP1159,Customer 194,Individual,US,Student,High,0,2355.03,2025-03-17,2026-03,0,0,0,0
TX108870,CUST1240,2026-02-09 00:00:00,Cash Deposit,Debit,1778.95,MX,CP2083,Customer 241,Individual,MX,Healthcare,Medium,0,4519.67,2021-09-03,2026-02,1,0,1,0
TX108871,CUST1136,2026-01-10 00:00:00,Wire,Credit,337.57,US,CP2035,Customer 137,Business,US,Finance,Low,0,1861.76,2019-10-13,2026-01,0,0,0,1
TX108872,CUST1201,2026-06-11 00:00:00,ACH,Debit,1062.44,US,CP2160,Customer 202,Individual,GH,Hospitality,Low,0,1417.87,2019-03-18,2026-06,0,0,0,0
TX108873,CUST1274,2026-02-16 00:00:00,Cash Deposit,Debit,871.96,AE,CP1156,Customer 275,Individual,CA,Hospitality,High,0,978.47,2022-04-09,2026-02,1,0,1,0
TX108874,CUST1101,2026-06-24 00:00:00,Wire,Debit,3453.37,AE,CP1060,Customer 102,Individual,MX,Consulting,Low,0,1724.67,2023-10-22,2026-06,1,0,0,1
TX108875,CUST1147,2026-02-16 00:00:00,Wire,Credit,4392.09,GB,CP1338,Customer 148,Individual,GB,Logistics,Low,0,2286.49,2021-06-15,2026-02,1,0,0,1
TX108876,CUST1203,2026-05-07 00:00:00,Cash Deposit,Debit,495.21,IR,CP1355,Customer 204,Individual,US,Consulting,Low,0,7858.05,2021-12-20,2026-05,1,1,1,0
TX108877,CUST1007,2026-05-16 00:00:00,Wire,Debit,6338.47,US,CP1053,Customer 8,Business,US,Technology,Low,0,6465.0,2022-05-27,2026-05,0,0,0,1
TX108878,CUST1157,2026-08-02 00:00:00,Card,Debit,7502.09,CA,CP1766,Customer 158,Individual,US,Logistics,High,0,2606.46,2021-10-28,2026-08,1,0,0,0
TX108879,CUST1048,2026-04-17 00:00:00,Cash Deposit,Credit,862.82,US,CP2142,Customer 49,Individual,US,Consulting,Medium,0,2396.84,2025-01-31,2026-04,0,0,1,0
TX108880,CUST1194,2026-03-25 00:00:00,P2P,Credit,1169.67,US,CP1674,Customer 195,Individual,CA,Hospitality,Low,0,4775.8,2020-04-09,2026-03,0,0,0,0
TX108881,CUST1052,2026-01-28 00:00:00,ACH,Credit,767.94,CA,CP1706,Customer 53,Individual,US,Retail,Medium,0,2972.5,2021-09-11,2026-01,1,0,0,0
TX108882,CUST1020,2026-02-08 00:00:00,Card,Credit,648.71,US,CP1458,Customer 21,Individual,SG,Construction,High,0,2219.49,2021-09-08,2026-02,0,0,0,0
TX108883,CUST1285,2026-09-06 00:00:00,Wire,Credit,293.49,US,CP1046,Customer 286,Individual,GH,Consulting,High,0,3135.28,2025-02-05,2026-09,0,0,0,1
TX108884,CUST1069,2026-06-19 00:00:00,Wire,Debit,83.16,US,CP2087,Customer 70,Individual,US,Consulting,Low,0,706.45,2024-07-10,2026-06,0,0,0,1
TX108885,CUST1107,2026-07-07 00:00:00,P2P,Credit,1626.59,GB,CP2225,Customer 108,Individual,NG,Education,High,0,5757.04,2019-08-11,2026-07,1,0,0,0
TX108886,CUST1163,2026-06-07 00:00:00,Card,Credit,7734.87,SG,CP2275,Customer 164,Individual,US,Hospitality,Low,0,4374.38,2020-07-27,2026-06,1,0,0,0
TX108887,CUST1104,2026-06-21 00:00:00,P2P,Credit,402.89,MX,CP2396,Customer 105,Business,US,Student,High,0,16908.69,2023-04-29,2026-06,1,0,0,0
TX108888,CUST1166,2026-02-24 00:00:00,Cash Withdrawal,Credit,2591.24,US,CP1513,Customer 167,Individual,GH,Hospitality,Medium,0,20454.14,2021-04-29,2026-02,0,0,1,0
TX108889,CUST1292,2026-06-11 00:00:00,Wire,Credit,697.15,CA,CP1067,Customer 293,Individual,MX,Logistics,Low,0,4220.81,2021-11-14,2026-06,1,0,0,1
TX108890,CUST1011,2026-05-17 00:00:00,ACH,Debit,1604.94,US,CP1990,Customer 12,Individual,US,Healthcare,Medium,0,5178.95,2020-09-27,2026-05,0,0,0,0
TX108891,CUST1061,2026-07-02 00:00:00,Wire,Debit,1104.28,US,CP1226,Customer 62,Individual,US,Hospitality,Low,0,1749.98,2022-05-20,2026-07,0,0,0,1
TX108892,CUST1113,2026-01-15 00:00:00,ACH,Debit,2314.16,US,CP1418,Customer 114,Business,US,Construction,Low,0,2498.21,2022-02-24,2026-01,0,0,0,0
TX108893,CUST1186,2026-02-19 00:00:00,Cash Withdrawal,Debit,2420.54,US,CP1474,Customer 187,Individual,US,Technology,High,0,21132.75,2023-11-27,2026-02,0,0,1,0
TX108894,CUST1152,2026-04-12 00:00:00,P2P,Debit,2675.53,CA,CP1652,Customer 153,Individual,GH,Retail,High,0,1972.74,2023-07-21,2026-04,1,0,0,0
TX108895,CUST1284,2026-07-02 00:00:00,P2P,Debit,3272.19,US,CP2251,Customer 285,Individual,US,Consulting,Low,0,1616.01,2024-11-13,2026-07,0,0,0,0
TX108896,CUST1046,2026-02-11 00:00:00,Wire,Credit,5628.76,US,CP1386,Customer 47,Individual,AE,Consulting,Low,0,5154.18,2023-10-25,2026-02,0,0,0,1
TX108897,CUST1272,2026-04-03 00:00:00,Cash Withdrawal,Credit,461.46,US,CP1464,Customer 273,Individual,MX,Student,Low,0,3822.88,2023-12-26,2026-04,0,0,1,0
TX108898,CUST1023,2026-02-28 00:00:00,Check,Debit,779.54,US,CP1891,Customer 24,Individual,GH,Finance,Medium,0,2294.74,2020-04-28,2026-02,0,0,0,0
TX108899,CUST1048,2026-02-20 00:00:00,Cash Withdrawal,Credit,4575.09,US,CP2392,Customer 49,Individual,US,Consulting,Medium,0,2396.84,2025-01-31,2026-02,0,0,1,0
TX108900,CUST1129,2026-07-26 00:00:00,ACH,Debit,536.83,US,CP2436,Customer 130,Individual,US,Construction,High,0,9435.69,2020-12-09,2026-07,0,0,0,0
TX108901,CUST1141,2026-03-15 00:00:00,Card,Credit,4102.54,SY,CP2335,Customer 142,Individual,US,Hospitality,High,0,2337.95,2022-06-17,2026-03,1,1,0,0
TX108902,CUST1281,2026-06-12 00:00:00,Wire,Debit,1646.22,US,CP1552,Customer 282,Individual,AE,Retail,High,0,3897.6,2024-05-24,2026-06,0,0,0,1
TX108903,CUST1075,2026-07-27 00:00:00,Check,Debit,4855.4,US,CP2121,Customer 76,Business,SG,Finance,Medium,0,10233.43,2020-11-26,2026-07,0,0,0,0
TX108904,CUST1141,2026-03-28 00:00:00,P2P,Debit,1828.92,NG,CP1406,Customer 142,Individual,US,Hospitality,High,0,2337.95,2022-06-17,2026-03,1,0,0,0
TX108905,CUST1209,2026-04-14 00:00:00,ACH,Credit,1312.95,US,CP1050,Customer 210,Individual,US,Hospitality,Low,0,1189.53,2019-01-20,2026-04,0,0,0,0
TX108906,CUST1188,2026-04-07 00:00:00,ACH,Credit,1534.8,US,CP2008,Customer 189,Individual,MX,Healthcare,Low,0,7821.06,2022-08-31,2026-04,0,0,0,0
TX108907,CUST1073,2026-08-08 00:00:00,Wire,Debit,253.98,GB,CP1010,Customer 74,Individual,MX,Retail,Low,0,2013.13,2020-10-06,2026-08,1,0,0,1
TX108908,CUST1041,2026-04-04 00:00:00,Check,Credit,2375.71,US,CP1957,Customer 42,Business,US,Education,Low,0,1546.87,2020-03-23,2026-04,0,0,0,0
TX108909,CUST1053,2026-09-06 00:00:00,Check,Debit,1602.73,US,CP2049,Customer 54,Individual,US,Logistics,Low,0,4768.71,2023-12-29,2026-09,0,0,0,0
TX108910,CUST1121,2026-03-27 00:00:00,Cash Withdrawal,Debit,4191.8,SY,CP1811,Customer 122,Individual,NG,Education,Low,0,4888.33,2022-03-15,2026-03,1,1,1,0
TX108911,CUST1081,2026-08-24 00:00:00,ACH,Credit,2480.61,US,CP1615,Customer 82,Business,US,Education,Low,0,1204.35,2019-04-24,2026-08,0,0,0,0
TX108912,CUST1156,2026-03-27 00:00:00,Cash Deposit,Debit,524.34,AE,CP1241,Customer 157,Individual,US,Construction,Low,0,2903.4,2024-06-02,2026-03,1,0,1,0
TX108913,CUST1039,2026-05-01 00:00:00,Card,Debit,1450.61,MX,CP1891,Customer 40,Individual,US,Finance,Low,0,2922.04,2025-02-23,2026-05,1,0,0,0
TX108914,CUST1015,2026-02-03 00:00:00,Cash Withdrawal,Credit,2431.17,US,CP2249,Customer 16,Individual,GH,Construction,Medium,0,3175.02,2024-02-18,2026-02,0,0,1,0
TX108915,CUST1214,2026-05-22 00:00:00,ACH,Debit,1538.96,US,CP2002,Customer 215,Individual,GH,Consulting,Low,1,4656.53,2022-07-28,2026-05,0,0,0,0
TX108916,CUST1209,2026-01-04 00:00:00,Cash Withdrawal,Debit,3931.77,US,CP1342,Customer 210,Individual,US,Hospitality,Low,0,1189.53,2019-01-20,2026-01,0,0,1,0
TX108917,CUST1083,2026-06-01 00:00:00,Check,Credit,1575.47,MX,CP1923,Customer 84,Individual,US,Consulting,Medium,0,1911.4,2021-09-26,2026-06,1,0,0,0
TX108918,CUST1121,2026-01-18 00:00:00,ACH,Debit,1741.61,US,CP1943,Customer 122,Individual,NG,Education,Low,0,4888.33,2022-03-15,2026-01,0,0,0,0
TX108919,CUST1120,2026-01-23 00:00:00,Wire,Debit,314.62,US,CP2305,Customer 121,Individual,US,Logistics,Low,0,3888.59,2021-05-14,2026-01,0,0,0,1
TX108920,CUST1026,2026-05-24 00:00:00,Card,Credit,3196.34,US,CP2089,Customer 27,Individual,US,Healthcare,Low,0,2647.62,2025-06-02,2026-05,0,0,0,0
TX108921,CUST1082,2026-07-09 00:00:00,P2P,Debit,5085.76,GB,CP1836,Customer 83,Individual,US,Consulting,Low,0,3865.17,2020-10-02,2026-07,1,0,0,0
TX108922,CUST1078,2026-03-28 00:00:00,Check,Credit,768.53,MX,CP1775,Customer 79,Individual,US,Consulting,Low,0,1666.36,2025-01-19,2026-03,1,0,0,0
TX108923,CUST1114,2026-07-21 00:00:00,ACH,Debit,538.54,CA,CP1953,Customer 115,Individual,US,Retail,Low,0,2799.4,2020-08-22,2026-07,1,0,0,0
